cluster,dim,group,estimand,registered,lo,hi
P.147 Parit Sulong,ethnicity,Indian,PN,345,0.0,0.9710144927536232
P.147 Parit Sulong,ethnicity,Other,PN,974,0.0,1.0
P.147 Parit Sulong,age,18-29,turnout,20343,0.6757115469694736,0.9120582018384702
P.147 Parit Sulong,age,30-39,turnout,15982,0.48166687523463897,0.9638343136028031
P.147 Parit Sulong,age,40-49,turnout,12961,0.4751176606743307,0.9964508911349433
P.147 Parit Sulong,age,50-59,turnout,12713,0.5085345709116652,1.0
P.147 Parit Sulong,age,60-69,turnout,9737,0.5590017459176337,0.9707302043750642
P.147 Parit Sulong,age,70+,turnout,7698,0.3819173811379579,0.8771109379059496
P.147 Parit Sulong,age,18-29,BN,20343,0.14673352012977436,0.4281079486801357
P.147 Parit Sulong,age,30-39,BN,15982,0.05349768489550744,0.617945188336879
P.147 Parit Sulong,age,40-49,BN,12961,0.018825707892909497,0.6968598101998302
P.147 Parit Sulong,age,50-59,BN,12713,0.0462518681664438,0.7209155982065603
P.147 Parit Sulong,age,60-69,BN,9737,0.09181472732874602,0.665091917428366
P.147 Parit Sulong,age,70+,BN,7698,0.04728500909327098,0.6199012730579371
P.147 Parit Sulong,age,18-29,PH,20343,0.062232709039964605,0.21545494764783954
P.147 Parit Sulong,age,30-39,PH,15982,0.013014641471655613,0.3106619947440871
P.147 Parit Sulong,age,40-49,PH,12961,0.0020831725947071983,0.37072756731733664
P.147 Parit Sulong,age,50-59,PH,12713,0.03736332887595375,0.4370329583890506
P.147 Parit Sulong,age,60-69,PH,9737,0.13618157543391188,0.40166375680394373
P.147 Parit Sulong,age,70+,PH,7698,0.08378799688230709,0.34554429722005714
P.147 Parit Sulong,age,18-29,PN,20343,0.22838322764587327,0.5378262793098363
P.147 Parit Sulong,age,30-39,PN,15982,0.0946064322362658,0.7017895132023526
P.147 Parit Sulong,age,40-49,PN,12961,0.019674407838901318,0.6827405292801482
P.147 Parit Sulong,age,50-59,PN,12713,0.027058916070164397,0.5916778101156297
P.147 Parit Sulong,age,60-69,PN,9737,0.01899969189688816,0.3722912601417274
P.147 Parit Sulong,age,70+,PN,7698,0.0,0.36269160820992463
P.148 Ayer Hitam,ethnicity,Malay,turnout,35200,0.6636931818181818,0.8975
P.148 Ayer Hitam,ethnicity,Chinese,turnout,22595,0.5327284797521575,0.9210887364461164
P.148 Ayer Hitam,ethnicity,Indian,turnout,2509,0.012355520127540853,1.0
P.148 Ayer Hitam,ethnicity,Other,turnout,684,0.0,1.0
P.148 Ayer Hitam,ethnicity,Malay,BN,35200,0.2646022727272727,0.48357954545454546
P.148 Ayer Hitam,ethnicity,Chinese,BN,22595,0.0468687762779376,0.373401194954636
P.148 Ayer Hitam,ethnicity,Indian,BN,2509,0.0,1.0
P.148 Ayer Hitam,ethnicity,Other,BN,684,0.0,1.0
P.148 Ayer Hitam,ethnicity,Malay,PH,35200,0.02630681818181818,0.2556818181818182
P.148 Ayer Hitam,ethnicity,Chinese,PH,22595,0.23062624474441248,0.6346979420225713
P.148 Ayer Hitam,ethnicity,Indian,PH,2509,0.0,0.9740932642487047
P.148 Ayer Hitam,ethnicity,Other,PH,684,0.0,1.0
P.148 Ayer Hitam,ethnicity,Malay,PN,35200,0.19977272727272727,0.32860795454545455
P.148 Ayer Hitam,ethnicity,Chinese,PN,22595,0.0,0.175392786014605
P.148 Ayer Hitam,ethnicity,Indian,PN,2509,0.0,0.6799521721801515
