election,dim,design,thr,group,estimand,model,pred,truth_lo,truth_hi,truth_mid,truth_width,miss,inside,signed,se,n_pure,n_mixed,coverage
jhr_se15,ethnicity,A,0.95,Chinese,PH,reconciled,0.31328473223113873,0.3212124824893446,0.3541474173646091,0.3376799499269768,0.0329349348752645,0.007927750258205857,False,-0.02439521769583808,0.02507103631398444,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PH,M2_logit,0.31632904825063407,0.3212124824893446,0.3541474173646091,0.3376799499269768,0.0329349348752645,0.004883434238710516,False,-0.021350901676342737,,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PH,M3_probit,0.3163202090253562,0.3212124824893446,0.3541474173646091,0.3376799499269768,0.0329349348752645,0.004892273463988406,False,-0.021359740901620627,,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PH,M1_lpm,0.3207887520364881,0.3212124824893446,0.3541474173646091,0.3376799499269768,0.0329349348752645,0.0004237304528564856,False,-0.016891197890488707,,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PH,bivariate,0.3254686665040134,0.3212124824893446,0.3541474173646091,0.3376799499269768,0.0329349348752645,0.0,True,-0.012211283422963404,,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PN,reconciled,0.008518283318924706,0.0022950135614437724,0.02074453816577747,0.011519775863610622,0.0184495246043337,0.0,True,-0.003001492544685916,0.002393437719691391,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PN,M2_logit,0.008236136999387132,0.0022950135614437724,0.02074453816577747,0.011519775863610622,0.0184495246043337,0.0,True,-0.00328363886422349,,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PN,M3_probit,0.008232227287385633,0.0022950135614437724,0.02074453816577747,0.011519775863610622,0.0184495246043337,0.0,True,-0.003287548576224989,,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PN,M1_lpm,0.007353074988004789,0.0022950135614437724,0.02074453816577747,0.011519775863610622,0.0184495246043337,0.0,True,-0.004166700875605832,,76,3902,0.03513164287629004
jhr_se15,ethnicity,A,0.95,Chinese,PN,bivariate,-0.009979521104126976,0.0022950135614437724,0.02074453816577747,0.011519775863610622,0.0184495246043337,0.012274534665570748,False,-0.0214992969677376,,76,3902,0.03513164287629004
